Id,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Planet,Universe
1839,Richard Beren,Secret,Good,Blue,Black,Male,Yes,5,"2005, May",New Earth,DC
1840,Enrico Inzerillo,Public,Bad,Brown,Grey,Male,Yes,3,"2000, June",New Earth,DC
1842,William Bruce Smith,Public,Bad,Black,Black,Male,Yes,3,"1999, February",New Earth,DC
1843,Mongal,Public,Bad,Red,Brown,Female,No,11,"1995, September",New Earth,DC
1844,Yggdrasil,Secret,Good,Yellow,Red,Unknown,Yes,11,"1989, November",New Earth,DC
1846,Daniel Stone,Public,Good,Green,White,Male,Yes,7,"1998, December",New Earth,DC
1849,Lazlo Valentin,Public,Bad,Brown,Brown,Male,Yes,7,"2007, July",New Earth,DC
1850,Rosie,Secret,Bad,Blue,Red,Female,No,11,"1984, May",New Earth,DC
1851,Iron Girl,Secret,Good,Photocellular,Green,Female,Yes,2,"1968, July",New Earth,DC
1852,Bizarro I,Public,Neutral,Blue,Black,Male,No,1,"1986, December",New Earth,DC
1855,Richard Grayson,Secret,Good,Blue,Black,Male,Yes,1237,"1940, April",New Earth,DC
1857,Pax,Public,Good,Blue,Black,Male,Yes,4,"1993, September",New Earth,DC
1863,Mink,Secret,Bad,Brown,Black,Male,No,1,"1996, April",New Earth,DC
1873,Dyn-Xe,Public,Good,Brown,Blond,Male,Yes,1,"2009, September",New Earth,DC
1875,Deborah Perkins,Secret,Good,Black,Blue,Female,Yes,19,"1996, August",New Earth,DC
1878,Jeffrey Goslin,Secret,Good,Brown,Black,Male,Yes,20,"1987, March",New Earth,DC
1882,Atinai,Secret,Good,Brown,Grey,Female,No,7,"1996, March",New Earth,DC
1884,Ira West,Public,Good,Blue,Grey,Male,Yes,19,"1963, February",New Earth,DC
1885,Starro,Public,Bad,Black,No,Male,Yes,74,"1960, March",New Earth,DC
1886,John LaMonica,Secret,Bad,Brown,Black,Male,No,6,"1995, May",New Earth,DC
1891,Derek Trevor,Public,Good,Blue,Brown,Male,Yes,4,"1988, March",New Earth,DC
1896,Reginald Hackman,Secret,Neutral,Blue,Black,Male,Yes,8,1993,New Earth,DC
1898,Achilles,Public,Good,Brown,Brown,Male,No,16,"1944, June",New Earth,DC
1901,Peter Merkel,Secret,Bad,Brown,Red,Male,No,33,"1942, December",New Earth,DC
1902,Sanjeet Bhatia,Secret,Good,Brown,Black,Female,Yes,4,1993,New Earth,DC
1907,Arak Wind-Walker,Secret,Bad,Yellow,Black,Male,No,11,"1985, August",New Earth,DC
1910,Procanon Kaa,Secret,Good,Black,Black,Male,Yes,8,"1988, May",New Earth,DC
1916,Brains II,Public,Bad,Black,Blond,Female,Yes,4,"1983, February",New Earth,DC
1919,Jerzy Reganiewicz,Secret,Good,Blue,Red,Male,No,4,"1976, September",New Earth,DC
1921,Crazytop,Secret,Bad,Brown,Brown,Male,Yes,1,"1999, January",New Earth,DC
1925,Albert Michaels,Secret,Bad,Blue,Blond,Male,Yes,23,"1978, May",New Earth,DC
1926,Gerome McKenna,Secret,Good,Red,Black,Male,No,23,"2006, July",New Earth,DC
1927,Skull,Secret,Bad,Green,Black,Male,No,4,"1998, August",New Earth,DC
1929,Mickey Cannon,Public,Good,Blue,Brown,Male,Yes,35,"1998, October",New Earth,DC
1930,Sylvia Contreras,Public,Good,Brown,Black,Female,Yes,7,"1990, April",New Earth,DC
1939,Hildy Park,Public,Bad,Blue,Black,Female,Yes,1,"1978, November",New Earth,DC
1941,Clifford Baker,Public,Neutral,Green,Red,Male,No,53,"1988, September",New Earth,DC
1949,Leroy,Secret,Bad,Green,Black,Male,Yes,7,"2003, February",New Earth,DC
1951,Maaldor,Public,Bad,Red,Red,Male,No,11,"1983, April",New Earth,DC
1955,Yao Fei,Secret,Bad,Black,Black,Male,Yes,19,"2006, June",New Earth,DC
1956,Anubis,Secret,Good,Black,Black,Male,Yes,12,"1975, December",New Earth,DC
1963,Taleb Beni Khalid,Secret,Neutral,Brown,Brown,Male,Yes,39,"2006, June",New Earth,DC
1971,Dreamcatcher,Secret,Bad,White,Blond,Genderless,No,2,"2005, December",New Earth,DC
1974,Purple Pilgrim,Secret,Bad,Red,Black,Male,Yes,1,"2005, September",New Earth,DC
1975,Carla Falcone,Public,Bad,Blue,Blond,Female,No,6,"1996, December",New Earth,DC
1978,Fro,Secret,Good,Blue,Black,Male,Yes,2,"2010, December",New Earth,DC
1990,Mary Frances Cassidy,Public,Bad,Blue,Brown,Female,Yes,8,"1986, March",New Earth,DC
1991,Tekik,Public,Bad,Photocellular,Bald,Unknown,Yes,20,"2007, August",New Earth,DC
1992,Edward Nashton,Public,Neutral,Blue,Black,Male,Yes,173,"1988, January",New Earth,DC
1994,Hacken,Public,Neutral,Brown,Brown,Male,Yes,29,"1996, April",New Earth,DC
2000,Tiger Moth,Secret,Bad,Blue,Blond,Female,Yes,10,"1966, June",New Earth,DC
2001,Atlan,Public,Good,Blue,Blond,Male,Yes,32,"1990, July",New Earth,DC
2002,David Rennington,Secret,Bad,Blue,Black,Male,Yes,2,"1982, January",New Earth,DC
2003,Patty Spivot,Secret,Good,Blue,Blond,Female,Yes,15,"1977, September",New Earth,DC
2008,Donald Richards,Secret,Good,Brown,Brown,Male,No,109,"1942, March",New Earth,DC
2011,Thia,Public,Neutral,Red,Red,Female,Yes,20,"1985, April",New Earth,DC
2015,Fero,Secret,Good,Brown,Black,Male,Yes,24,"1973, January",New Earth,DC
2016,Chu Jiang Impostor,Secret,Neutral,Blue,Red,Male,No,1,"2010, January",New Earth,DC
2017,Randall Truman,Public,Neutral,Blue,Brown,Male,Yes,5,"1987, August",New Earth,DC
2022,Stefano Mandragora,Public,Bad,Brown,White,Male,No,6,"1989, May",New Earth,DC
2026,Andi Kasinsky,Non-dual,Good,Red,Brown,Female,Yes,6,"2001, March",New Earth,DC
2029,Mister Unknown,Secret,Good,Blue,Black,Male,No,1,"2011, January",New Earth,DC
2031,Thomas Tresser,Secret,Good,Blue,Blond,Male,Yes,106,"1980, September",New Earth,DC
2035,Steven Majorski,Public,Neutral,Blue,Blond,Male,Yes,10,"1988, October",New Earth,DC
2041,Anjeli Singh,Public,Good,Blue,Black,Female,Yes,16,"2005, May",New Earth,DC
2045,Robert Lee,Public,Bad,Blue,White,Male,Yes,4,"1979, November",New Earth,DC
2049,Harvey Lockman,Non-dual,Good,Green,Brown,Male,Yes,12,"1971, March",New Earth,DC
2055,Alfred Twidgett,Public,Bad,Red,Brown,Male,Yes,137,"1942, June",New Earth,DC
2058,Legion,Public,Bad,Black,Brown,Male,Yes,5,"1990, January",New Earth,DC
2063,Bludhound,Public,Bad,Black,Blond,Male,No,1,"1993, December",New Earth,DC
2065,Wizened Sage,Secret,Neutral,Brown,Black,Male,Yes,2,1987,New Earth,DC
2067,Fiona,Public,Good,Blue,Black,Female,Yes,3,"1990, May",New Earth,DC
2068,Mardin,Public,Good,White,Purple,Female,Yes,20,"1993, September",New Earth,DC
2070,Jason Rusch,Secret,Good,Brown,Black,Male,Yes,165,"2004, July",New Earth,DC
2071,Alonzo Malrey,Public,Good,Blue,Black,Male,Yes,12,"2005, May",New Earth,DC
2073,Gor,Public,Bad,Grey,Blond,Male,Yes,14,"2009, January",New Earth,DC
2074,Traya Sutton,Public,Good,Blue,Black,Female,Yes,42,"1978, March",New Earth,DC
2077,Funnyface,Secret,Bad,Brown,Blond,Male,Yes,2,"1942, November",Earth-Two,DC
2087,Felix Zumac,Public,Good,Brown,Black,Male,Yes,7,"1989, December",New Earth,DC
2088,Aliki Marceau,Public,Bad,Green,Red,Female,Yes,11,"1999, June",New Earth,DC
2089,Pol Manning,Public,Good,Blue,Black,Male,Yes,6,"1967, March",New Earth,DC
2090,Jack of Diamonds III,Public,Bad,Brown,Bald,Male,Yes,1,"2010, March",New Earth,DC
2096,Ishmael,Public,Good,Black,Black,Male,Yes,11,"1998, December",New Earth,DC
2098,White Opal,Public,Good,Blue,White,Male,Yes,7,"1985, August",New Earth,DC
2100,Luigi,Public,Good,Red,Black,Male,Yes,11,"1972, December",New Earth,DC
2102,Buddy Smith,Public,Good,Blue,Blond,Male,Yes,14,"1940, July",New Earth,DC
2103,Thomas Revere,Secret,Good,Green,White,Male,No,7,"1942, December",New Earth,DC
2110,Tanakata Z,Public,Good,Black,No,Male,No,9,"2006, September",New Earth,DC
2112,Elisabeth Saint-Marie,Secret,Good,Blue,Black,Female,No,1,"2008, February",New Earth,DC
2114,Nhoj Sappal,Secret,Good,Blue,Black,Male,No,1,"2009, January",New Earth,DC
2119,Flamesplasher,Secret,Bad,Black,Black,Male,Yes,2,"1977, April",New Earth,DC
2120,Talon,Secret,Neutral,Blue,Black,Male,Yes,4,"2006, September",Earth-3,DC
2132,Pulsar,Secret,Good,Red,Red,Male,Yes,2,"2006, December",New Earth,DC
2133,Travis Morgan,Public,Good,Blue,White,Male,No,180,"1975, November",New Earth,DC
2135,Star Hawkins,Public,Good,Brown,Black,Male,No,28,"1960, March",New Earth,DC
2136,Charles Vicker,Secret,Good,Brown,Brown,Male,No,12,"1967, September",New Earth,DC
2137,Abraham Lincoln,Public,Good,Brown,Black,Male,Yes,23,"1950, September",New Earth,DC
2138,Adam Sharp,Secret,Good,Black,Brown,Male,Yes,6,"2008, July",New Earth,DC
2140,Charlotte Gage-Radcliffe,Secret,Good,Blue,Red,Female,Yes,36,"2006, September",New Earth,DC
2141,Morass,Secret,Bad,Brown,Brown,Male,Yes,1,"2005, July",New Earth,DC
2142,Zachary Gate,Secret,Bad,Blue,Blond,Male,Yes,5,"2011, July",New Earth,DC
2145,Vengeance,Public,Bad,Black,Red,Male,No,5,"1984, December",New Earth,DC
2146,Sandra Barrett,Public,Good,Black,Black,Female,Yes,7,"1998, January",New Earth,DC
2151,Mnemoth,Secret,Bad,Blue,Brown,Male,Yes,2,"1988, January",New Earth,DC
2155,Mister Sprynt,Secret,Bad,Red,Blond,Male,Yes,2,"1989, November",New Earth,DC
2158,Francis Beauvedere,Public,Bad,Red,Blond,Male,Yes,4,"1997, August",New Earth,DC
2163,All-Beard,Secret,Bad,Brown,Grey,Male,No,2,"2005, May",New Earth,DC
2165,Banner,Secret,Bad,Blue,Blond,Male,Yes,3,"2000, March",New Earth,DC
2166,Strata,Public,Good,White,Red,Female,Yes,115,"1989, February",New Earth,DC
2169,Gold Girl,Secret,Good,Photocellular,White,Female,Yes,2,"1968, July",New Earth,DC
2171,Redblade,Secret,Bad,Brown,Black,Male,No,3,"1998, September",New Earth,DC
2175,Brazen Man,Secret,Good,Blue,Blond,Male,Yes,3,"2008, May",New Earth,DC
2176,Servitor,Secret,Bad,Green,Black,Male,Yes,4,"1976, March",New Earth,DC
2178,Matango,Public,Bad,Blue,White,Male,Yes,12,"1988, November",New Earth,DC
2179,Mary Tanner,Secret,Bad,White,Red,Female,Yes,5,"2001, December",New Earth,DC
2186,Celia Penbrook,Public,Good,Blue,Blond,Female,Yes,26,"1955, September",New Earth,DC
2187,Vanessa Tremont,Public,Neutral,Blue,Red,Female,Yes,3,"1982, June",New Earth,DC
2190,Cindy Burman,Public,Bad,Green,Brown,Female,Yes,20,"1999, August",New Earth,DC
2191,Catalyst,Non-dual,Bad,Black,Black,Male,Yes,17,"1987, July",New Earth,DC
2192,Narcosis,Secret,Bad,White,Bald,Male,No,5,"1996, May",New Earth,DC
2200,Nomoz,Secret,Neutral,Blue,Red,Male,Yes,8,"1992, October",New Earth,DC
2203,Holly Robinson,Secret,Good,Blue,Red,Female,Yes,114,"1987, February",New Earth,DC
2208,Peter Farley,Public,Good,Blue,Black,Male,Yes,2,"1984, January",New Earth,DC
2211,Michael Shands,Public,Good,Brown,Black,Male,No,13,"1988, May",New Earth,DC
2214,Ferenc Aldebaran,Public,Bad,Blue,Black,Male,Yes,1,"1962, April",New Earth,DC
2217,Carnivora,Public,Bad,White,Purple,Female,No,3,"2001, December",New Earth,DC
2219,Lucius,Public,Bad,Brown,Blond,Male,No,3,"2010, September",New Earth,DC
2227,Sven Nelson,Public,Good,Blue,Blond,Male,No,7,"1941, May",New Earth,DC
2228,Powerhouse,Secret,Bad,Gold,Blue,Male,Yes,6,"1993, November",New Earth,DC
2231,Jasper Evans,Public,Neutral,Brown,Brown,Male,No,8,"1991, August",New Earth,DC
2232,Lennox,Secret,Bad,Blue,White,Male,No,6,"1989, August",New Earth,DC
2236,Rhodri Llewelyn,Secret,Bad,Grey,Brown,Male,Yes,2,"1992, September",New Earth,DC
2237,Penelope Black,Secret,Good,Black,Black,Female,Yes,4,"2011, August",New Earth,DC
2240,Garrison Slate,Public,Neutral,Brown,Black,Male,Yes,12,"1987, May",New Earth,DC
2241,Earl James,Secret,Good,Brown,Black,Male,No,3,"1999, April",New Earth,DC
2257,Dakota Jamison,Public,Good,Brown,Black,Female,Yes,9,"2001, May",New Earth,DC
2260,Dexter Fairfax,Public,Good,Hazel,White,Male,Yes,9,"1989, January",New Earth,DC
2267,Bulldozer Nichols,Public,Good,Blue,Blond,Male,Yes,3,"1960, June",New Earth,DC
2270,Sonar II,Public,Bad,Brown,Brown,Male,Yes,1,"1988, March",New Earth,DC
2274,Jake Tyler,Secret,Good,Blue,Blond,Male,Yes,1,"1988, August",New Earth,DC
2276,Paul Dekker,Secret,Bad,Blue,Brown,Male,Yes,14,"1946, June",New Earth,DC
2278,Dwayne Geyer,Secret,Good,Brown,Brown,Male,No,14,"1993, September",New Earth,DC
2279,Marisol Samuels,Public,Good,Brown,Black,Female,Yes,5,"2003, October",New Earth,DC
2288,Dalor,Public,Good,Yellow,Red,Male,Yes,7,"1982, July",New Earth,DC
2292,Ashley Mavis Powell,Secret,Bad,Brown,Black,Female,Yes,3,"1988, November",New Earth,DC
2305,Squillic,Secret,Good,Black,Brown,Male,No,1,"2011, September",New Earth,DC
2309,Phantos,Secret,Good,Red,Brown,Unknown,No,1,"1998, December",New Earth,DC
2315,Ross Richman,Secret,Good,Black,Brown,Male,Yes,17,"1996, August",New Earth,DC
2317,Joy Page,Public,Good,Blue,Blond,Female,Yes,6,"1996, September",New Earth,DC
2327,Manuel Castillo,Non-dual,Neutral,Green,Black,Male,Yes,2,"1989, June",New Earth,DC
2331,Jake Ketchum,Public,Good,Yellow,Red,Male,Yes,18,"1996, December",New Earth,DC
2334,Frederick Rhino,Public,Bad,Blue,Black,Male,Yes,15,"1988, February",New Earth,DC
2336,Geoffrey Barron,Secret,Good,Brown,Black,Male,Yes,27,"1993, November",New Earth,DC
2339,Perseus,Public,Good,Brown,Black,Male,Yes,5,"1964, October",New Earth,DC
2345,Gretchen Kelley,Public,Bad,Brown,Grey,Female,Yes,31,"1987, February",New Earth,DC
2349,Phillipe Mouton,Public,Bad,Brown,Black,Male,Yes,1,"1996, November",New Earth,DC
2352,Uriah,Public,Bad,Black,Black,Male,Yes,2,"2007, February",New Earth,DC
2353,Vladimir Mikoyan,Secret,Bad,Green,Black,Male,No,4,"1987, November",New Earth,DC
2363,Euan Grieve,Public,Neutral,Grey,Black,Male,No,6,"2010, November",New Earth,DC
2364,Mickey Sullivan,Public,Bad,Brown,Brown,Male,No,1,"1997, January",New Earth,DC
2366,Roger Hayden,Secret,Bad,Blue,Red,Male,No,78,"1965, June",New Earth,DC
2368,Violet Parris,Secret,Bad,Red,Blond,Female,Yes,6,"2007, March",New Earth,DC
2371,Siobhan McDougal,Secret,Bad,White,White,Female,Yes,46,"1987, December",New Earth,DC
2374,Luca Mareli,Public,Bad,Blue,Brown,Male,No,1,"1997, February",New Earth,DC
2377,La Bruja,Secret,Good,Brown,Grey,Female,Yes,4,"1989, June",New Earth,DC
2378,Antonia,Secret,Bad,Blue,Black,Female,Yes,4,"1990, March",New Earth,DC
2381,Copernicus the Dog,Public,Good,Green,Brown,Female,Yes,6,"2006, September",New Earth,DC
2382,Agamemnon,Public,Neutral,Brown,No,Male,No,2,"1948, August",New Earth,DC
2385,Pravda,Non-dual,Bad,Brown,Black,Female,Yes,7,"1986, August",New Earth,DC
2388,Amy Rohrbach,Public,Good,Brown,Brown,Female,Yes,38,"2000, October",New Earth,DC
2395,Duality,Public,Bad,Red,No,Male,Yes,1,"1995, May",New Earth,DC
2396,Wunda,Public,Bad,Red,Black,Female,Yes,1,"2005, November",New Earth,DC
2397,Hera,Public,Neutral,Blue,Red,Female,Yes,57,"1941, December",New Earth,DC
2399,Green Ghoul,Secret,Bad,Green,Black,Male,Yes,5,"2010, April",New Earth,DC
2404,Rachel Keast,Non-dual,Neutral,Brown,Black,Female,Yes,14,"2003, October",New Earth,DC
2407,Edogawa Sangaku,Secret,Good,Blue,Brown,Male,Yes,2,"2006, September",New Earth,DC
2413,Onomatopoeia,Secret,Bad,Brown,Brown,Male,Yes,17,"2002, March",New Earth,DC
2415,Seven of Spades I,Secret,Neutral,Red,Black,Male,Yes,3,"1990, July",New Earth,DC
2418,Tamara Lane,Public,Good,Brown,Black,Female,Yes,6,"2009, December",New Earth,DC
2419,Otto Netz,Secret,Bad,Black,Black,Male,No,7,"2011, March",New Earth,DC
2421,Clifford Grimm,Secret,Bad,Brown,White,Male,Yes,4,"2000, November",New Earth,DC
2422,Wolf Krieger,Public,Bad,Black,Grey,Male,Yes,5,"1995, July",New Earth,DC
2423,Alexander Trent,Public,Bad,Blue,Blond,Male,No,5,"1993, December",New Earth,DC
2432,Anthor Stoneaxe,Public,Bad,Blue,Black,Male,Yes,2,"1984, June",New Earth,DC
2433,Samuel Lane,Public,Bad,Blue,Grey,Male,No,77,"1987, January",New Earth,DC
2438,Lori Luthor,Public,Good,Blue,Blond,Female,Yes,15,"2009, October",New Earth,DC
2442,Blinky Boylan,Secret,Bad,Brown,Red,Male,No,30,"1942, June",New Earth,DC
2443,White Rabbit,Secret,Bad,Green,White,Male,Yes,4,"2006, July",New Earth,DC
2448,Ceres,Secret,Good,Brown,Blond,Female,Yes,1,"1991, September",New Earth,DC
2452,Lydia,Public,Good,Black,Brown,Female,Yes,2,"1989, July",New Earth,DC
2460,Antipathy,Public,Bad,Blue,Red,Female,Yes,6,"2008, January",New Earth,DC
2464,Susan Linden II,Secret,Good,Violet,Violet,Female,Yes,14,"1989, January",New Earth,DC
2466,Hawk Haukins,Public,Good,Blue,Brown,Male,Yes,14,"1970, December",New Earth,DC
2469,Harry Stein,Public,Good,Brown,Brown,Male,Yes,68,"1985, November",New Earth,DC
2470,Osoro,Secret,Good,Brown,White,Female,Yes,4,"1984, March",New Earth,DC
2472,John Economos,Public,Good,Brown,Brown,Male,Yes,29,"1987, May",New Earth,DC
2474,Peggy Gardner,Secret,Bad,Yellow,No,Female,Yes,6,"1993, August",New Earth,DC
2475,Leezle Pon,Public,Good,Blue,Red,Unknown,Yes,3,"1985, May",New Earth,DC
2477,Erik Verdalian,Public,Bad,Blue,Black,Male,Yes,2,"2004, December",New Earth,DC
2478,"Henry Heywood, Jr.",Public,Good,Brown,Brown,Male,No,1,"1984, December",New Earth,DC
2479,Baby Wildebeest,Public,Good,White,Black,Male,No,56,"1992, April",New Earth,DC
2481,Barnard Blaine,Secret,Good,White,Grey,Male,Yes,3,"2005, November",New Earth,DC
2484,Pythia III,Non-dual,Bad,Blue,Blond,Female,Yes,3,"1996, January",New Earth,DC
2487,Zatanna Zatara,Public,Good,Blue,Black,Female,Yes,439,"1964, November",New Earth,DC
2490,Kid Crusader,Secret,Bad,Black,Black,Male,Yes,5,"2007, February",New Earth,DC
2494,Subjekt-17,Secret,Bad,Black,Blond,Male,No,5,"2006, October",New Earth,DC
2495,Byakko,Secret,Good,Blue,White,Female,Yes,4,"2002, March",New Earth,DC
2499,Lena Luthor II,Public,Neutral,Blue,Red,Female,Yes,26,"1998, January",New Earth,DC
2503,Pythia II,Public,Good,Blue,White,Female,Yes,26,"1988, October",New Earth,DC
2508,Bounty II,Secret,Bad,Brown,Black,Male,Yes,5,"2000, September",New Earth,DC
2513,Sasha Lo,Secret,Good,Brown,Black,Female,Yes,4,"2011, January",New Earth,DC
2516,Peter Dudley,Public,Bad,Brown,Black,Male,Yes,1,"1967, August",New Earth,DC
2519,Kusanagi,Secret,Good,Black,Grey,Female,Yes,4,"2008, July",New Earth,DC
2527,Arnold Flass,Public,Bad,Blue,Blond,Male,No,4,"1987, February",New Earth,DC
2531,Edward Bloomberg,Secret,Good,Yellow,Grey,Male,No,111,"1984, June",New Earth,DC
2532,Baytor,Public,Bad,Red,Brown,Unknown,Yes,25,"1994, January",New Earth,DC
2533,Macklin Arnot,Public,Bad,Blue,Brown,Male,Yes,14,"1999, July",New Earth,DC
2534,Sonya Chuikov,Secret,Good,Black,Black,Female,Yes,5,"1989, January",New Earth,DC
2544,Yuki Yamashiro,Secret,Good,Yellow,Black,Female,Yes,7,"1984, July",New Earth,DC
2545,Harvid,Non-dual,Good,Yellow,White,Male,Yes,7,"1983, February",New Earth,DC
2549,Stratos,Secret,Bad,Blue,Blond,Male,Yes,3,"1984, November",New Earth,DC
2550,Rosemary Fields,Secret,Good,Blue,Red,Female,Yes,1,"2000, October",New Earth,DC
2556,Mickey the Mouse,Public,Good,Black,White,Male,Yes,1,"2006, January",New Earth,DC
2557,Mad Dog,Secret,Bad,Brown,Black,Male,Yes,4,"2005, October",New Earth,DC
2559,Dregz,Secret,Bad,Brown,Brown,Male,Yes,2,"2009, February",New Earth,DC
2560,Machiste,Public,Good,Brown,Grey,Male,Yes,51,"1976, April",New Earth,DC
2562,Eradicator,Public,Good,Photocellular,Black,Male,No,126,"1989, May",New Earth,DC
2566,Thomas Bronson,Secret,Good,Blue,Black,Male,Yes,83,"2007, February",New Earth,DC
2567,Christopher Pike,Secret,Bad,Yellow,Red,Male,Yes,7,"1976, June",New Earth,DC
2569,Carl Woods,Public,Good,Brown,Black,Male,Yes,6,"1981, June",New Earth,DC
2570,Richard Benson,Public,Good,Grey,White,Male,Yes,6,"1975, June",New Earth,DC
2571,Hunter Mann,Secret,Bad,Blue,White,Male,Yes,2,"2010, March",New Earth,DC
2576,Dawn Driscoll,Public,Good,Blue,Brown,Female,Yes,6,"1996, December",New Earth,DC
2577,Luna Nurblin,Public,Bad,Black,Blond,Female,Yes,4,"1982, June",New Earth,DC
2582,Joshua Wayne,Secret,Good,Blue,Brown,Male,No,4,"1995, December",New Earth,DC
2585,Kevin Kelly,Public,Bad,Brown,Brown,Male,No,1,"1997, January",New Earth,DC
2587,Lois Lane Robot,Public,Neutral,Blue,Black,Female,Yes,20,"2010, August",New Earth,DC
2590,Ivana Christina Borodin Molotova,Secret,Bad,Brown,Red,Female,No,21,"1987, December",New Earth,DC
2592,Aurakles,Secret,Bad,Green,Red,Male,Yes,4,"1972, August",New Earth,DC
2598,Mitchell Shelley,Public,Good,Brown,White,Male,Yes,42,"1997, May",New Earth,DC
2601,Edward Cantwell,Secret,Bad,Brown,Red,Male,No,3,"1979, November",New Earth,DC
2602,Lana Lang,Public,Good,Green,Red,Female,Yes,159,"1986, October",New Earth,DC
2604,Qurina Vint,Public,Good,Green,Purple,Female,Yes,3,"2011, August",New Earth,DC
2608,Irene Miller,Public,Good,Grey,Black,Female,Yes,47,"1940, September",New Earth,DC
2609,Simon Culp,Secret,Bad,Black,White,Male,No,11,"2000, March",New Earth,DC
2611,Cecil Geekywad Bumwimple,Secret,Bad,Yellow,Brown,Male,No,2,"1994, April",New Earth,DC
2613,Mark Nagoya,Secret,Good,Brown,Black,Male,Yes,4,"1990, August",New Earth,DC
2614,Dava Sborsc,Public,Good,Blue,Red,Female,Yes,4,"1998, January",New Earth,DC
2615,Echidna,Public,Bad,Brown,Brown,Female,No,5,"1987, December",New Earth,DC
2618,Elizabeth Granger,Public,Good,Blue,Brown,Female,Yes,11,"2007, December",New Earth,DC
2623,Alex Merkel,Secret,Bad,Blue,Brown,Female,Yes,10,"2008, November",New Earth,DC
2629,Warjack,Secret,Bad,Yellow,Black,Male,Yes,1,"2001, December",New Earth,DC
2631,Captain Harding,Public,Good,Blue,Brown,Male,Yes,76,"1956, February",New Earth,DC
2632,Mogo,Public,Good,White,Black,Male,Yes,72,"1985, May",New Earth,DC
2637,Alera,Public,Good,Green,White,Female,Yes,2,"2010, October",New Earth,DC
2638,Philip Rothstein,Non-dual,Bad,Blue,Brown,Male,Yes,2,"1984, March",New Earth,DC
2641,Timothy Miller,Public,Bad,Grey,Black,Male,Yes,1,"1993, June",New Earth,DC
2644,Emil Hamilton,Public,Bad,Hazel,Grey,Male,Yes,126,"1987, January",New Earth,DC
2645,Julie Greer,Public,Bad,Brown,Blond,Female,Yes,2,"2007, October",New Earth,DC
2646,Bizarro,Public,Neutral,Black,Black,Male,Yes,96,"2000, September",New Earth,DC
2649,Gayle Marsh,Secret,Bad,Blue,Black,Female,No,9,"1982, November",New Earth,DC
2650,Martha Roberts,Secret,Good,Brown,Brown,Female,No,60,"1939, December",New Earth,DC
2652,Burton Thompson,Public,Good,Brown,Brown,Male,Yes,2,"1996, July",New Earth,DC
2653,Death Cap,Secret,Good,Black,Blond,Unknown,Yes,2,"2010, December",New Earth,DC
2654,Samuel Kurtis,Public,Bad,Blue,Brown,Male,No,7,"2000, May",New Earth,DC
2655,Leonard Smalls,Secret,Bad,Brown,Black,Male,Yes,21,"1993, April",Unknown,DC
2657,Jonathan Crane,Public,Bad,Blue,Brown,Male,Yes,222,"1941, September",New Earth,DC
2660,Ebeneezer Darrk,Public,Bad,Blue,No,Male,No,6,"1970, November",New Earth,DC
2669,J. Wilbur Wolfingham,Secret,Bad,Blue,Brown,Male,Yes,5,"1944, January",New Earth,DC
2671,Clifford Steele,Public,Bad,Photocellular,Brown,Male,Yes,314,"1963, June",New Earth,DC
2676,William Wildeagle,Public,Good,Blue,Black,Male,Yes,5,"1991, July",New Earth,DC
2677,Themis,Public,Neutral,Blue,Grey,Female,Yes,20,"1985, August",New Earth,DC
2686,Geoffrey Thibodeux,Secret,Bad,Black,Grey,Male,Yes,22,"1985, January",New Earth,DC
2688,Dana Rubikskova,Public,Good,Green,Brown,Female,Yes,2,1989,New Earth,DC
2689,Bug Baron,Public,Bad,Brown,Black,Male,Yes,8,"1966, December",New Earth,DC
2691,Blutwurst,Secret,Bad,Blue,Grey,Male,Yes,2,"1992, March",New Earth,DC
2695,Una Nemo,Public,Bad,Green,Black,Female,Yes,3,"2011, January",New Earth,DC
2702,Queen of Hearts II,Public,Bad,Brown,Black,Female,Yes,1,"2002, February",New Earth,DC
2704,Madame Waxahachie,Public,Good,Brown,Brown,Female,Yes,7,"1988, September",New Earth,DC
2705,Bilal Asselah,Secret,Good,Brown,Black,Male,Yes,10,"2011, February",New Earth,DC
2707,Rasa Nekroy,Public,Good,Blue,Black,Unknown,Yes,2,1986,New Earth,DC
2709,David Sargent,Secret,Good,Blue,Blond,Male,Yes,11,"2007, April",New Earth,DC
2712,Tyr-Van,Public,Good,Blue,Blond,Male,Yes,5,"2009, May",New Earth,DC
2715,Ten-R,Public,Good,Blue,Black,Male,Yes,1,"1987, December",New Earth,DC
2716,Lori Lemaris,Public,Good,Brown,Brown,Female,Yes,27,"1987, December",New Earth,DC
2717,Mind Games,Secret,Bad,Blue,Blond,Male,Yes,4,"1988, July",New Earth,DC
2719,Daniel Carter,Secret,Good,Blue,Blond,Male,Yes,15,"2006, September",New Earth,DC
2721,Alonzo Dulak,Secret,Bad,White,White,Male,Yes,11,"1983, September",New Earth,DC
2724,Blockhouse II,Secret,Bad,Blue,Blond,Male,Yes,2,"1992, January",New Earth,DC
2728,Buzzword,Secret,Bad,White,Blond,Female,Yes,1,"1999, August",New Earth,DC
2731,Arbee Stoneham,Non-dual,Neutral,Black,Black,Male,Yes,2,"1979, December",New Earth,DC
2732,Saber,Secret,Bad,Brown,Brown,Female,Yes,4,"2006, December",New Earth,DC
